TransactionID,OrderDate,CustomerID,ProductID,RegionID,TeamID,Quantity,Revenue,Cost,Profit,TargetRevenue,ProcessingDays,Status,CompletionFlag,SatisfactionScore
T14250,2024-02-07,C091,P005,R15,T07,6,10524.11,7955.31,2568.8,9939.0,4,Completed,Yes,
T14251,2025-06-27,C185,P025,R13,T02,2,3446.51,2524.18,922.33,3391.53,8,Delayed,Yes,1.0
T14252,2025-01-15,C164,P014,R02,T02,10,2607.6,2072.86,534.74,2522.43,2,Completed,Yes,4.0
T14253,2025-05-25,C156,P012,R11,T06,2,2877.98,1899.23,978.75,2817.91,2,In Progress,No,
T14254,2024-05-10,C180,P011,R16,,8,9702.99,6053.17,3649.82,10514.54,3,Completed,Yes,5.0
T14255,2025-04-13,C126,P016,R04,T02,2,3320.1,2432.24,887.86,3359.21,2,Completed,Yes,3.0
T14256,2024-12-20,C107,P018,R05,T04,3,2960.21,2313.51,646.7,2651.96,2,Completed,Yes,3.0
T14257,2025-11-14,C100,P028,R18,T06,5,5750.01,4152.67,1597.34,7174.61,1,Completed,Yes,3.0
T14258,2025-10-27,C026,P015,R08,T05,4,2288.53,1460.99,827.54,2694.94,6,Completed,Yes,5.0
T14259,2025-06-28,C192,P032,R10,T05,3,2734.55,2207.71,526.84,2594.87,4,Completed,Yes,4.0
T14260,2025-01-04,C009,P010,R17,T06,2,2299.12,1844.85,454.27,1938.59,28,Delayed,Yes,3.0
T14261,2025-01-30,C216,P006,R19,T01,10,10572.39,8724.44,1847.95,11056.94,5,Completed,Yes,4.0
T14262,2025-10-29,C216,P015,R04,T03,2,1283.46,1043.71,239.75,1293.17,1,Completed,Yes,5.0
T14263,2025-03-31,C074,P010,R02,T04,5,5576.47,4265.76,1310.71,5401.34,5,Completed,Yes,4.0
T14264,2025-05-25,C011,P032,R10,T05,4,3536.91,2678.15,858.76,,0,Cancelled,No,
T14265,2025-02-25,C145,P004,R11,T04,6,8034.09,5662.67,2371.42,,8,Delayed,Yes,2.0
T14266,2024-04-15,C091,P001,R15,T04,10,3010.03,2527.7,482.33,2402.94,5,In Progress,No,
T14267,2025-06-22,C010,P010,R15,T01,3,2812.36,1834.1,978.26,2970.09,4,Completed,Yes,
T14268,2025-07-15,C136,P008,R09,T02,5,1256.47,905.51,350.96,1236.54,3,Completed,Yes,4.0
T14269,2024-12-28,C021,P020,R03,T07,8,1490.44,1104.41,386.03,1292.6,1,Completed,Yes,5.0
T14270,2024-12-08,C087,P022,R03,T07,6,10970.47,7593.59,3376.88,11286.81,3,Completed,Yes,5.0
T14271,2024-05-03,C003,P013,R09,T01,2,1770.5,1222.59,547.91,1639.29,3,Completed,Yes,5.0
T14272,2024-09-12,C219,P029,R01,T01,3,3111.56,2524.92,586.64,4391.26,5,Completed,Yes,4.0
T14273,2025-09-04,C136,P001,R18,T05,4,805.53,577.75,227.78,1073.71,1,Completed,Yes,
T14274,2025-03-11,C216,P006,R19,T05,1,1172.41,802.35,370.06,1021.48,2,In Progress,No,
T14275,2025-10-18,C001,P001,R18,T01,1,223.37,183.65,39.72,263.26,6,In Progress,No,
T14276,2025-03-26,C022,P017,R08,T01,3,1572.68,987.88,584.8,1467.87,3,Completed,Yes,4.0
T14277,2025-01-02,C017,P028,R18,T05,10,14147.69,8807.51,5340.18,14501.32,8,Delayed,Yes,3.0
T14278,2024-06-25,C198,P004,R01,T05,3,4143.15,2583.66,1559.49,,0,Cancelled,No,
T14279,2024-02-01,C055,P016,R10,,1,1980.93,1576.48,404.45,1479.15,8,Completed,Yes,4.0
T14280,2024-06-15,C119,P029,R01,T01,3,3519.94,2949.55,570.39,3985.47,4,Completed,Yes,5.0
T14281,2024-03-24,C105,P016,R18,T07,6,13266.3,9015.02,4251.28,10387.11,5,Completed,Yes,4.0
T14282,2024-12-08,C024,P027,R16,T03,6,6978.97,5636.3,1342.67,7499.77,2,Completed,Yes,4.0
T14283,2024-04-15,C004,P006,R10,T02,2,2111.22,1691.21,420.01,2101.99,1,Completed,Yes,3.0
T14284,2025-09-23,C200,P005,R15,T02,2,3026.69,1928.62,1098.07,3379.93,4,Completed,Yes,3.0
T14285,2024-03-25,C144,P015,R18,T05,2,1330.89,1019.22,311.67,1256.36,3,In Progress,No,
T14286,2025-07-08,C036,P009,R06,T04,4,2128.07,1339.0,789.07,2674.22,7,Completed,Yes,5.0
T14287,2025-12-12,C082,P004,R16,T01,2,3295.25,2286.97,1008.28,2774.8,8,Delayed,Yes,3.0
T14288,2025-11-11,C078,P026,R01,T01,1,351.16,270.54,80.62,431.56,2,Completed,Yes,3.0
T14289,2025-09-14,C128,P031,R03,T04,2,897.69,601.44,296.25,978.27,5,Completed,Yes,5.0
T14290,2025-04-04,C057,P003,R14,T06,5,4390.53,3534.28,856.25,4587.47,2,Completed,Yes,4.0
T14291,2025-11-07,C039,P016,R09,T03,4,7588.72,6076.22,1512.5,7393.03,1,Cancelled,No,
T14292,2024-03-05,C132,P006,R05,T07,2,2203.27,1595.04,608.23,2408.38,4,In Progress,No,
T14293,2025-08-08,C203,P031,R13,T02,3,1376.99,1019.08,357.91,1376.9,4,In Progress,No,
T14294,2025-09-14,C220,P017,R14,T02,8,3543.66,2212.01,1331.65,4029.09,8,Completed,Yes,4.0
T14295,2025-11-17,C053,P006,R10,T01,1,1140.11,746.2,393.91,1082.52,2,Completed,Yes,
T14296,2025-04-29,C093,P024,R02,T01,5,5612.12,3801.49,1810.63,5748.74,1,Completed,Yes,4.0
T14297,2024-04-07,C185,P018,R10,T02,8,7136.27,5581.77,1554.5,7431.71,3,Completed,Yes,4.0
T14298,2024-08-30,C141,P031,R02,,10,5065.23,3838.03,1227.2,4776.95,4,Completed,Yes,3.0
T14299,2024-12-19,C218,P027,R06,T01,2,1962.13,1621.47,340.66,2483.49,2,Completed,Yes,5.0
T14300,2025-12-10,C056,P021,R10,T03,5,5275.22,,1278.97,5609.79,6,Completed,Yes,5.0
T14301,2025-03-18,C182,P018,R09,T02,8,8646.01,5669.9,2976.11,7143.31,3,Completed,Yes,4.0
T14302,2024-12-27,C018,P001,R10,T01,3,741.33,473.67,267.66,723.5,4,In Progress,No,
T14303,2024-06-13,C031,P011,R02,T05,3,4083.77,2859.59,1224.18,3973.2,6,Completed,Yes,4.0
T14304,2024-12-15,C060,P001,R13,T03,5,1297.94,1004.92,293.02,1354.36,3,Completed,Yes,5.0
T14305,2025-01-21,C085,P025,R18,T02,6,9651.43,7223.07,2428.36,11731.88,8,Delayed,Yes,3.0
T14306,2025-07-17,C066,P023,R10,T04,8,3950.64,2730.99,1219.65,4197.35,3,Completed,Yes,5.0
T14307,2024-07-15,C179,P032,R06,T07,3,2800.07,2149.02,651.05,2877.87,5,Completed,Yes,5.0
T14308,2024-11-07,C219,P008,R16,T01,3,827.22,621.47,205.75,841.13,2,Completed,Yes,
T14309,2024-01-11,C180,P010,R01,T03,1,1062.35,769.95,292.4,1158.29,6,Completed,Yes,4.0
T14310,2025-04-10,C029,P021,R14,T05,3,3780.38,2640.46,1139.92,3359.43,6,Completed,Yes,4.0
T14311,2024-05-04,C081,P008,R19,T05,10,2930.65,,793.89,2451.05,1,Cancelled,No,
T14312,2025-07-22,C061,P025,R05,T01,3,4333.38,3265.63,1067.75,5036.4,4,Completed,Yes,5.0
T14313,2024-10-20,C164,P014,R07,T02,5,986.2,633.47,352.73,1239.03,12,Delayed,Yes,1.0
T14314,2025-04-18,C080,P029,R05,T04,1,1591.52,1102.01,489.51,1266.91,4,Completed,Yes,5.0
T14315,2024-08-18,C003,P015,R08,T01,2,1032.41,765.14,267.27,1210.72,6,Completed,Yes,4.0
T14316,2024-08-14,C157,P023,R01,T01,5,2363.06,1515.25,847.81,2465.12,5,Completed,Yes,4.0
T14317,2024-02-07,C134,P005,R12,T06,4,9067.43,5690.14,3377.29,7162.57,5,Completed,Yes,5.0
T14318,2025-01-30,C173,P027,R12,T06,8,8051.85,5532.78,2519.07,8858.08,2,Completed,Yes,4.0
T14319,2024-12-20,C027,P010,R06,T05,5,4513.95,3461.17,1052.78,5120.89,1,Completed,Yes,5.0
T14320,2025-06-10,C142,P001,R07,T01,4,927.87,580.79,347.08,1025.19,6,Completed,Yes,5.0
T14321,2024-04-15,C107,P029,R05,T04,6,8639.85,5773.85,2866.0,8551.66,7,Delayed,Yes,
T14322,2024-08-24,C133,P025,R16,T07,3,4152.27,3243.02,909.25,5154.74,8,Delayed,Yes,1.0
T14323,2024-08-22,C146,P005,R18,T03,3,4301.78,2855.04,1446.74,5550.17,4,In Progress,No,
T14324,2025-03-13,C009,P017,R15,T04,1,573.01,427.91,145.1,538.43,4,Completed,Yes,5.0
T14325,2024-08-28,C173,P002,R01,T04,4,5295.12,4125.37,1169.75,5987.69,12,Delayed,Yes,1.0
T14326,2024-02-16,C181,P009,R03,T01,3,1738.5,1207.88,530.62,1805.15,4,Completed,Yes,4.0
T14327,2025-05-20,C100,P031,R06,T02,3,1362.1,1051.71,310.39,1501.73,4,Completed,Yes,
T14328,2025-05-24,C219,P002,R12,T01,10,14385.49,11309.89,3075.6,16494.14,3,Completed,Yes,4.0
T14329,2025-10-31,C104,P004,R10,T04,4,4419.05,3651.12,767.93,5477.82,6,Completed,Yes,
T14330,2025-06-25,C002,P023,R17,T03,2,878.91,644.24,234.67,1054.47,6,In Progress,No,
T14331,2025-06-24,C199,P016,R15,T01,4,7481.75,4856.65,2625.1,7143.56,0,Cancelled,No,
T14332,2025-05-07,C173,P016,R03,T05,8,13251.36,9350.4,3900.96,13754.41,4,Completed,Yes,4.0
T14333,2024-03-03,C052,P029,R02,T03,3,4855.73,3631.43,1224.3,,5,Completed,Yes,5.0
T14334,2025-03-12,C100,P005,R04,T04,2,3636.63,3017.59,619.04,3774.88,5,Completed,Yes,3.0
T14335,2024-01-30,C107,P020,R15,T07,2,410.14,299.77,110.37,350.72,1,Cancelled,No,
T14336,2025-11-12,C115,P021,R13,T07,6,7423.55,5136.85,2286.7,7181.82,1,Completed,Yes,4.0
T14337,2024-11-12,C069,P016,R15,T03,3,4991.21,3640.73,1350.48,5877.22,6,Completed,Yes,4.0
T14338,2024-02-27,C012,P032,R10,T04,6,7395.62,5766.33,1629.29,5925.32,7,Completed,Yes,5.0
T14339,2025-07-01,C175,P001,R10,T03,3,750.12,512.64,237.48,784.48,7,Completed,Yes,5.0
T14340,2025-01-11,C063,P030,R02,T07,6,6989.38,4786.26,2203.12,5822.99,20,Delayed,Yes,4.0
T14341,2024-01-21,C011,P007,R02,T06,4,4276.57,3067.38,1209.19,3754.16,5,Completed,Yes,4.0
T14342,2024-11-15,C208,P015,R15,T07,2,1115.34,913.15,202.19,1232.38,3,Completed,Yes,
T14343,2025-03-04,C070,P011,R13,T04,2,2641.36,2184.05,457.31,2804.08,7,Delayed,Yes,3.0
T14344,2024-11-02,C168,P015,R18,T01,6,3471.25,2162.44,1308.81,4078.22,5,Completed,Yes,
T14345,2025-05-20,C147,P025,R06,T03,10,20614.96,15835.86,4779.1,18807.59,5,Completed,Yes,5.0
T14346,2025-01-07,C160,P013,R14,T04,2,1463.32,1016.66,446.66,1491.54,3,In Progress,No,
T14347,2024-12-06,C110,P029,R19,T05,4,5410.21,3823.41,1586.8,5158.67,7,Completed,Yes,3.0
T14348,2024-05-13,C214,P003,R04,T01,1,966.87,649.98,316.89,1016.26,6,Delayed,Yes,1.0
T14349,2025-01-26,C055,P024,R10,T02,3,3124.43,1994.61,1129.82,3204.65,6,Completed,Yes,4.0
T14350,2025-12-22,C111,P024,R05,T01,8,7949.02,5674.95,2274.07,9192.68,4,Completed,Yes,4.0
T14351,2025-06-21,C198,P029,R10,T04,5,6894.0,5557.28,1336.72,5811.02,7,Completed,Yes,5.0
T14352,2024-01-07,C149,P019,R15,T01,5,10099.05,7835.03,2264.02,9571.96,2,Cancelled,No,
T14353,2024-07-13,C176,P016,R11,T06,4,6518.11,4077.37,2440.74,6259.45,7,Delayed,Yes,4.0
T14354,2025-11-21,C052,P030,R11,T06,3,2617.76,2014.68,603.08,2520.08,7,Completed,Yes,4.0
T14355,2024-12-01,C129,P030,R01,T03,2,2031.65,1352.09,679.56,2012.16,7,Completed,Yes,4.0
T14356,2025-04-13,C138,P025,R16,T01,1,2047.44,1674.64,372.8,1951.15,6,Completed,Yes,4.0
T14357,2024-10-23,C006,P027,R16,T02,2,1933.76,1399.85,533.91,2279.36,3,In Progress,No,
T14358,2024-04-24,C134,P015,R06,T02,2,1398.23,945.48,452.75,1264.65,28,Delayed,Yes,1.0
T14359,2025-10-04,C089,P014,R04,T04,1,188.38,142.87,45.51,222.92,1,Completed,Yes,3.0
T14360,2025-01-13,C058,P007,R16,T05,4,3916.81,3262.01,654.8,4094.62,2,Completed,Yes,5.0
T14361,2025-09-09,C134,P004,R13,T01,4,4785.76,3309.98,1475.78,5609.23,1,Cancelled,No,
T14362,2024-11-15,C049,P013,R17,T03,3,2034.8,1686.57,348.23,2442.5,6,Delayed,Yes,
T14363,2024-01-29,C163,P009,R03,T01,4,2740.85,2076.16,664.69,2455.49,10,Delayed,Yes,1.0
T14364,2025-04-18,C023,P008,R01,T04,4,970.84,668.5,302.34,1061.04,6,Completed,Yes,5.0
T14365,2024-06-24,C029,P027,R03,T07,4,4228.36,2685.71,1542.65,4004.36,7,Delayed,Yes,2.0
T14366,2024-09-07,C054,P028,R03,T07,1,1366.1,954.19,411.91,1396.95,1,Cancelled,No,
T14367,2025-05-14,C163,P017,R12,T04,5,2613.78,1669.03,944.75,2529.12,38,Completed,Yes,3.0
T14368,2025-12-24,C197,P003,R02,T05,4,3805.42,3177.14,628.28,3628.6,3,Completed,Yes,4.0
T14369,2025-07-27,C207,P028,R19,T04,4,6184.62,4790.15,1394.47,5337.64,2,Cancelled,No,
T14370,2024-06-01,C022,P017,R07,T02,2,844.13,548.78,295.35,1094.66,6,Completed,Yes,4.0
T14371,2025-07-24,C003,P029,R16,T04,4,4869.72,3754.24,1115.48,5506.57,8,Delayed,Yes,4.0
T14372,2025-08-16,C203,P023,R02,T02,1,529.42,402.65,126.77,601.49,5,Completed,Yes,5.0
T14373,2025-08-27,C011,P031,R16,T05,2,938.1,685.57,252.53,929.53,10,Delayed,Yes,3.0
T14374,2024-05-22,C164,P032,R08,T02,4,4291.65,3462.86,828.79,3901.47,7,Completed,Yes,4.0
T14375,2025-02-07,C054,P019,R05,T07,3,6058.13,5041.12,1017.01,5410.98,4,Completed,Yes,
T14376,2025-07-09,C202,P006,R13,T05,5,5624.77,3815.95,1808.82,5116.8,4,Completed,Yes,
T14377,2024-03-12,C125,P004,R16,T03,10,16507.06,11741.78,4765.28,14071.13,3,Completed,Yes,5.0
T14378,2025-04-13,C209,P005,R02,T01,3,5933.49,4264.2,1669.29,5839.0,5,Completed,Yes,5.0
T14379,2025-12-16,C212,P013,R07,T01,6,4065.56,2694.58,1370.98,5042.43,7,Completed,Yes,5.0
T14380,2024-02-11,C126,P020,R18,T05,2,341.08,272.09,68.99,316.71,0,Cancelled,No,
T14381,2024-05-05,C078,P017,R16,T06,3,1622.11,1252.44,369.67,1480.92,3,Completed,Yes,4.0
T14382,2025-04-02,C119,P017,R13,T03,2,1257.89,855.08,402.81,985.01,2,Completed,Yes,3.0
T14383,2025-07-14,C121,P017,R18,T01,2,1036.78,654.19,382.59,1024.51,3,Completed,Yes,5.0
T14384,2025-10-24,C043,P015,R08,T01,2,1194.89,937.84,257.05,1374.69,5,Completed,Yes,4.0
T14385,2025-11-01,C004,P007,R12,T04,10,8888.8,7456.54,1432.26,9956.81,1,Completed,Yes,4.0
T14386,2025-07-18,C008,P031,R15,T01,6,2638.55,1643.11,995.44,,6,In Progress,No,
T14387,2025-08-19,C058,P017,R04,T01,4,1593.64,1216.28,377.36,2085.29,12,Delayed,Yes,3.0
T14388,2024-07-11,C061,P028,R04,T04,4,5491.37,3682.69,1808.68,5794.27,2,Completed,Yes,4.0
T14389,2024-09-16,C188,P028,R08,T04,3,3763.77,2898.52,865.25,4277.9,9,In Progress,No,
T14390,2025-05-05,C063,P032,R11,T02,4,3652.12,2914.75,737.37,3694.27,3,Completed,Yes,
T14391,2024-08-29,C112,P010,R07,T03,8,6403.76,5286.39,1117.37,6937.75,5,Completed,Yes,5.0
T14392,2024-07-28,C203,P023,R01,T01,4,2186.04,1665.33,520.71,1972.1,5,In Progress,No,
T14393,2024-12-28,C116,P019,R02,T02,8,12267.68,9799.41,2468.27,16217.96,5,Completed,Yes,4.0
T14394,2024-09-27,C023,P018,R11,T01,2,1404.18,933.73,470.45,1774.1,3,Completed,Yes,
T14395,2025-08-14,C192,P020,R16,T02,4,640.57,456.6,183.97,736.56,10,Delayed,Yes,3.0
T14396,2024-07-16,C040,P026,R19,T04,5,1738.56,1153.37,585.19,1747.5,5,Completed,Yes,4.0
T14397,2025-07-25,C056,P006,R10,T04,6,5865.8,4044.06,1821.74,6608.15,3,Completed,Yes,
T14398,2024-09-19,C012,P013,R10,T03,2,1374.83,1047.54,327.29,,5,Completed,Yes,5.0
T14399,2024-11-24,C034,P030,R17,T03,2,2008.82,1521.64,487.18,2015.46,3,Completed,Yes,4.0
T14400,2025-03-11,C214,P024,R08,T04,4,4620.81,3155.01,1465.8,4475.0,8,Completed,Yes,4.0
T14401,2025-08-01,C108,P016,R17,T04,6,9274.75,6661.11,2613.64,9096.64,4,Completed,Yes,3.0
T14402,2025-11-12,C026,P027,R12,T05,4,3871.49,2436.38,1435.11,4393.84,3,Completed,Yes,5.0
T14403,2024-05-22,C174,P019,R04,T05,5,9434.06,7826.27,1607.79,9014.74,2,Completed,Yes,5.0
T14404,2025-02-28,C064,P007,R03,T07,8,7672.78,6259.77,1413.01,7631.5,6,Completed,Yes,5.0
T14405,2024-11-03,C153,P016,R07,T02,2,2902.55,2102.8,799.75,3161.86,8,Delayed,Yes,2.0
T14406,2025-03-15,C029,P004,R17,T05,1,1726.66,1187.72,538.94,1322.19,4,Completed,Yes,4.0
T14407,2025-11-20,C066,P024,R15,T04,5,4846.54,4052.35,794.19,5364.8,4,Completed,Yes,4.0
T14408,2025-04-03,C094,P016,R05,T07,3,4875.73,3061.64,1814.09,5245.49,5,Completed,Yes,4.0
T14409,2025-01-29,C059,P007,R03,T01,4,4259.14,3364.9,894.24,4136.54,1,Completed,Yes,4.0
T14410,2025-08-07,C121,P016,R01,T07,2,3581.65,2730.77,850.88,3415.72,2,Completed,Yes,5.0
T14411,2025-06-10,C045,P027,R05,T04,2,1796.31,1384.17,412.14,2078.4,1,Completed,Yes,5.0
T14412,2025-08-07,C110,P026,R18,T05,3,851.53,546.86,304.67,998.83,3,Completed,Yes,4.0
T14413,2025-03-01,C145,P017,R03,T01,3,1865.45,1385.28,480.17,1452.38,3,In Progress,No,
T14414,2024-03-27,C001,P002,R04,T04,4,5810.62,4526.24,1284.38,5418.08,3,Completed,Yes,4.0
T14415,2025-04-26,C103,P014,R15,T05,3,903.91,748.56,155.35,656.99,2,Completed,Yes,5.0
T14416,2025-04-06,C171,P018,R05,T05,5,4610.68,3255.48,1355.2,4527.57,3,Completed,Yes,3.0
T14417,2024-02-10,C104,P031,R06,T06,5,2767.33,1767.51,999.82,2168.54,3,Completed,Yes,
T14418,2025-02-20,C088,P017,R07,T04,4,2421.11,1942.16,478.95,1917.89,3,In Progress,No,
T14419,2025-08-08,C028,P008,R05,T04,2,415.63,273.65,141.98,501.23,20,Delayed,Yes,3.0
T14420,2025-04-02,C026,P018,R02,T02,4,4535.12,3526.01,1009.11,3769.5,3,Completed,Yes,
T14421,2025-02-02,C156,P025,R12,T05,2,3953.48,3143.61,809.87,3380.45,3,Completed,Yes,3.0
T14422,2024-09-07,C112,P017,R15,T06,3,1237.1,769.67,467.43,1348.47,7,Completed,Yes,3.0
T14423,2024-09-27,C201,P008,R03,T07,4,825.44,602.22,223.22,1026.37,4,Completed,Yes,5.0
T14424,2024-04-10,C149,P012,R11,T04,3,4361.2,3389.23,971.97,4448.36,7,Delayed,Yes,2.0
T14425,2025-04-29,C087,P005,R09,T07,6,12748.64,9009.54,3739.1,12766.63,3,Completed,Yes,4.0
T14426,2024-05-08,C063,P014,R06,T05,1,256.0,187.38,68.62,263.47,1,Cancelled,No,
T14427,2024-09-19,C114,P003,R11,T01,8,5222.06,4258.08,963.98,6910.52,4,Completed,Yes,3.0
T14428,2024-02-05,C170,P005,R12,T05,4,6995.98,5202.28,1793.7,7450.58,5,Completed,Yes,4.0
T14429,2025-12-18,C076,P031,R07,T05,6,2730.28,1711.2,1019.08,3134.73,3,Completed,Yes,4.0
T14430,2024-01-03,C219,P011,R01,T01,3,4644.51,2921.39,1723.12,4451.87,8,Completed,Yes,5.0
T14431,2025-07-21,C193,P030,R09,T02,8,7577.76,5256.34,2321.42,7810.15,12,Delayed,Yes,2.0
T14432,2025-03-16,C145,P006,R16,T04,2,2603.11,1636.3,966.81,2247.49,3,Completed,Yes,4.0
T14433,2025-10-20,C064,P019,R05,T02,5,7089.24,5756.05,1333.19,9291.59,2,Cancelled,No,
T14434,2024-09-18,C157,P018,R01,T01,2,1882.62,1345.05,537.57,1839.99,3,In Progress,No,
T14435,2025-07-29,C210,P004,R11,T05,1,1220.16,843.86,376.3,1462.04,6,Delayed,Yes,
T14436,2025-06-03,C026,P009,R12,T01,2,1086.32,876.55,209.77,1147.66,7,In Progress,No,
T14437,2025-08-27,C089,P009,R12,T06,3,1678.37,1238.48,439.89,1722.21,4,In Progress,No,
T14438,2024-03-08,C004,P014,R05,T04,4,1219.45,943.05,276.4,1008.39,20,Delayed,Yes,4.0
T14439,2024-10-21,C064,P026,R10,T05,4,1201.55,780.57,420.98,1451.8,9,In Progress,No,
T14440,2025-11-08,C219,P014,R09,T01,8,2104.41,1488.7,615.71,2051.24,4,Completed,Yes,3.0
T14441,2025-09-01,C096,P001,R01,T02,5,1177.63,838.47,339.16,1325.35,4,Completed,Yes,4.0
T14442,2024-08-17,C217,P017,R17,T07,6,2998.43,2298.09,700.34,2728.52,4,In Progress,No,
T14443,2024-10-03,C188,P026,R16,T01,10,3404.2,2119.98,1284.22,3959.14,10,Delayed,Yes,3.0
T14444,2025-08-29,C104,P023,R13,T04,3,1502.85,1165.26,337.59,1549.47,1,Completed,Yes,5.0
T14445,2025-01-18,C190,P026,R15,T01,6,2304.7,1833.88,470.82,2148.55,8,Completed,Yes,5.0
T14446,2025-12-15,C031,P010,R19,T06,6,5404.75,3660.67,1744.08,6447.48,1,Completed,Yes,4.0
T14447,2025-03-29,C209,P026,R01,T02,4,1622.07,1248.97,373.1,1527.21,10,Delayed,Yes,3.0
T14448,2025-05-02,C166,P017,R06,T03,2,1156.92,911.48,245.44,,1,Completed,Yes,5.0
T14449,2025-04-08,C143,P027,R03,T06,5,5314.95,3608.2,1706.75,4954.39,4,In Progress,No,
T14450,2024-01-26,C016,P025,R01,T07,2,3343.56,2727.31,616.25,3269.82,3,Completed,Yes,
T14451,2024-06-08,C125,P007,R10,T05,4,4574.59,3603.81,970.78,3791.62,5,Completed,Yes,
T14452,2024-01-22,C167,P007,R09,T04,3,3536.55,2294.62,1241.93,3237.32,8,Delayed,Yes,3.0
T14453,2025-10-30,C107,P008,R10,T04,4,792.09,655.13,136.96,988.77,2,Completed,Yes,
T14454,2025-07-18,C143,P024,R13,T03,3,3357.74,2245.35,1112.39,3120.38,12,Delayed,Yes,2.0
T14455,2025-05-07,C174,P027,R19,T04,2,2513.81,2020.85,492.96,2115.23,6,Completed,Yes,5.0
T14456,2024-07-08,C217,P015,R02,T04,8,4168.5,2607.23,1561.27,5330.42,3,Completed,Yes,
T14457,2025-12-18,C172,P030,R02,T07,2,2040.66,1662.44,378.22,2099.59,7,Completed,Yes,4.0
T14458,2024-08-08,C144,P029,R16,T01,6,8140.27,5130.64,3009.63,7624.48,1,Completed,Yes,4.0
T14459,2024-02-01,C200,P030,R15,T02,3,3559.65,2772.05,787.6,2886.31,6,Completed,Yes,4.0
T14460,2025-10-08,C153,P024,R02,T05,1,847.89,629.75,218.14,1171.95,8,Completed,Yes,4.0
T14461,2025-02-19,C012,P018,R16,T03,6,6634.93,5565.27,1069.66,5505.14,1,Completed,Yes,5.0
T14462,2024-10-22,C202,P024,R14,T05,3,2690.15,1799.73,890.42,2908.55,4,Completed,Yes,5.0
T14463,2025-04-07,C020,P023,R18,T01,1,574.38,373.96,200.42,532.41,4,Completed,Yes,3.0
T14464,2024-03-13,C092,P026,R01,T04,6,2203.09,1611.27,591.82,2135.75,3,Completed,Yes,4.0
T14465,2024-11-17,C166,P015,R01,T07,3,2083.32,1564.4,518.92,2252.85,5,Completed,Yes,4.0
T14466,2024-04-22,C162,P024,R08,T04,2,2655.36,1821.11,834.25,2086.04,3,Completed,Yes,4.0
T14467,2025-09-10,C075,P012,R08,T01,3,4201.57,3116.05,1085.52,4417.44,5,Completed,Yes,5.0
T14468,2025-08-26,C192,P019,R02,T02,1,1672.87,1291.2,381.67,1698.03,7,In Progress,No,
T14469,2025-02-14,C115,P001,R13,T01,3,719.56,508.29,211.27,766.41,3,Completed,Yes,
T14470,2024-07-17,C061,P020,R01,T01,3,449.79,368.05,81.74,579.97,5,Completed,Yes,4.0
T14471,2025-08-04,C218,P007,R01,T02,8,6663.72,4289.44,2374.28,8135.05,1,Completed,Yes,5.0
T14472,2025-10-07,C151,P003,R01,T03,1,835.41,522.49,312.92,914.57,4,Completed,Yes,3.0
T14473,2025-10-13,C108,P001,R12,T02,2,441.11,364.74,76.37,530.06,10,Delayed,Yes,2.0
T14474,2025-08-10,C053,P013,R13,T07,3,2169.54,1404.31,765.23,2186.16,4,Completed,Yes,
T14475,2025-10-25,C175,P010,R18,T01,1,1015.11,756.56,258.55,,28,Delayed,Yes,4.0
T14476,2025-11-14,C083,P014,R18,T02,2,426.16,271.35,154.81,489.46,1,Completed,Yes,4.0
T14477,2024-03-31,C163,P031,R19,T05,4,2245.99,1688.06,557.93,1850.82,28,Delayed,Yes,3.0
T14478,2024-12-06,C103,P003,R02,T05,5,4748.0,,1537.41,4771.98,3,Completed,Yes,5.0
T14479,2025-06-30,C168,P018,R16,T07,10,9913.37,6287.21,3626.16,10685.37,3,Completed,Yes,5.0
T14480,2025-07-25,C119,P017,R02,T05,4,2017.5,1386.91,630.59,2069.3,6,Completed,Yes,5.0
T14481,2024-01-27,C128,P001,R16,T05,5,1423.81,928.56,495.25,1320.7,2,In Progress,No,
T14482,2024-12-28,C051,P027,R02,T04,5,6071.52,4085.44,1986.08,5173.9,6,Completed,Yes,4.0
T14483,2025-03-23,C054,P031,R05,T01,5,2591.62,2084.86,506.76,2535.22,6,Completed,Yes,3.0
T14484,2025-10-25,C138,P011,R10,T01,8,8086.42,5095.99,2990.43,10032.5,6,Completed,Yes,
T14485,2025-05-20,C177,P029,R06,T01,8,11085.41,8947.83,2137.58,,8,Completed,Yes,3.0
T14486,2024-02-16,C183,P005,R18,T04,1,1985.96,1428.4,557.56,1760.02,6,Completed,Yes,5.0
T14487,2024-11-03,C015,P019,R01,T07,3,5268.57,3853.21,1415.36,5503.62,3,Completed,Yes,5.0
T14488,2025-06-27,C210,P004,R01,T01,3,4465.39,3220.31,1245.08,4278.56,4,Completed,Yes,5.0
T14489,2024-08-24,C036,P028,R01,T06,6,8873.51,7024.11,1849.4,8837.61,39,Completed,Yes,5.0
T14490,2024-02-23,C216,P001,R18,T07,3,880.81,554.34,326.47,797.31,1,Cancelled,No,
T14491,2025-12-08,C173,P024,R14,T02,3,3024.8,2408.41,616.39,3516.5,12,Delayed,Yes,3.0
T14492,2024-05-18,C149,P031,R02,T07,5,2535.41,2049.74,485.67,2739.36,6,Completed,Yes,4.0
T14493,2025-12-27,C180,P016,R13,T06,4,6853.1,4590.44,2262.66,6574.17,8,Completed,Yes,4.0
